Company,Valuation ($B),Date Joined,Year Joined,Month Joined,Day Joined,Industry,City,Country,Continent,Years to Unicorn,Year Founded,Funding ($B),Investor 1,Investor 2,Investor 3,Investor 4,Investors
Poizon,1,4/29/19,2019,04,29,Mobile & telecommunications,Shanghai,China,Asia,4,2015,0.557,DST Global, Sequoia Capital China, Gaorong Capital,,"DST Global, Sequoia Capital China, Gaorong Capital"
PPRO,1,1/19/21,2021,01,19,Fintech,London,United Kingdom,Europe,15,2006,0.37,Wellington Management, Eurazeo, Citi Ventures,,"Wellington Management, Eurazeo, Citi Ventures"
Printful,1,5/24/21,2021,05,24,Other,Charlotte,United States,North America,5,2016,0.13,Bregal Sagemount,,,,Bregal Sagemount
Quantum Metric,1,1/7/21,2021,01,07,Data management & analytics,Colorado Springs,United States,North America,6,2015,0.226,Insight Partners, Bain Capital Ventures,,,"Insight Partners, Bain Capital Ventures"
Quizlet,1,5/13/20,2020,05,13,Edtech,San Francisco,United States,North America,15,2005,0.062,Union Square Ventures, Altos Ventures, Costanoa Ventures,,"Union Square Ventures, Altos Ventures, Costanoa Ventures"
RapidAPI,1,3/23/22,2022,03,23,Internet software & services,San Francisco,United States,North America,7,2015,0.273,Green Bay Ventures, M12, Andreessen Horowitz,,"Green Bay Ventures, M12, Andreessen Horowitz"
Razor,1,11/8/21,2021,11,08,Consumer & retail,Berlin,Germany,Europe,1,2020,0.167,Global Founders Capital, 468 Capital, Redalpine Venture Partners,,"Global Founders Capital, 468 Capital, Redalpine Venture Partners"
Red Ventures,1,1/7/15,2015,01,07,Other,Fort Mill,United States,North America,15,2000,0.25,Silver Lake Partners, General Atlantic,,,"Silver Lake Partners, General Atlantic"
REEF Technology,1,12/10/18,2018,12,10,"Supply chain, logistics, & delivery",Miami,United States,North America,3,2015,2,Target Global, UBS Asset Management, Mubadala Capital,,"Target Global, UBS Asset Management, Mubadala Capital"
ReliaQuest,1,12/1/21,2021,12,01,Cybersecurity,Tampa,United States,North America,14,2007,0.33,KKR, FTV Capital, Ten Eleven Ventures,,"KKR, FTV Capital, Ten Eleven Ventures"
Revolution Precrafted,1,10/23/17,2017,10,23,Other,Manila,Philippines,Asia,2,2015,0.015,K2 Global, 500 Startups,,,"K2 Global, 500 Startups"
Rothy's,1,12/21/21,2021,12,21,Consumer & retail,San Francisco,United States,North America,5,2016,0.484,Alpargatas, GS Growth, Lightspeed Venture Partners,,"Alpargatas, GS Growth, Lightspeed Venture Partners"
SaltPay,1,4/9/21,2021,04,09,Fintech,London,United Kingdom,Europe,2,2019,1,Tiger Global Management, Hedosophia,,,"Tiger Global Management, Hedosophia"
Savage X Fenty,1,2/10/21,2021,02,10,E-commerce & direct-to-consumer,El Segundo,United States,North America,3,2018,0.31,Speedinvest, Valar Ventures, Uniqa Ventures,,"Speedinvest, Valar Ventures, Uniqa Ventures"
Scalapay,1,2/23/22,2022,02,23,Fintech,Milan,Italy,Europe,3,2019,0.416,Fasanara Capital, Tiger Global Management, Baleen Capital,,"Fasanara Capital, Tiger Global Management, Baleen Capital"
Scandit,1,2/9/22,2022,02,09,"Supply chain, logistics, & delivery",Zurich,Switzerland,Europe,13,2009,0.273,Atomico, NGP Capital, Google Ventures,,"Atomico, NGP Capital, Google Ventures"
Sentry,1,2/18/21,2021,02,18,Other,San Francisco,United States,North America,10,2011,0.127,New Enterprise Associates, Accel, Bond,,"New Enterprise Associates, Accel, Bond"
Shield AI,1,8/24/21,2021,08,24,Artificial intelligence,San Diego,United States,North America,6,2015,0.328,Andreessen Horowitz, Homebrew, Point72 Ventures,,"Andreessen Horowitz, Homebrew, Point72 Ventures"
Shift Technology,1,5/6/21,2021,05,06,Artificial intelligence,Paris,France,Europe,7,2014,0.545,Griffin Gaming Partners, Andreessen Horowitz, Battery Ventures,,"Griffin Gaming Partners, Andreessen Horowitz, Battery Ventures"
ShipBob,1,6/29/21,2021,06,29,"Supply chain, logistics, & delivery",Chicago,United States,North America,7,2014,0.331,Hyde Park Venture Partners, FundersClub, Bain Capital Ventures,,"Hyde Park Venture Partners, FundersClub, Bain Capital Ventures"
Shippo,1,6/2/21,2021,06,02,"Supply chain, logistics, & delivery",San Francisco,United States,North America,8,2013,0.154,Version One Ventures, Uncork Capital, Bessemer Venture Partners,,"Version One Ventures, Uncork Capital, Bessemer Venture Partners"
Sidecar Health,1,1/26/21,2021,01,26,Fintech,El Segundo,United States,North America,3,2018,0.163,GreatPoint Ventures, Tiger Global Management, Menlo Ventures,,"GreatPoint Ventures, Tiger Global Management, Menlo Ventures"
Sift,1,4/22/21,2021,04,22,Artificial intelligence,San Francisco,United States,North America,10,2011,0.157,Union Square Ventures, Insight Partners, Spark Capital,,"Union Square Ventures, Insight Partners, Spark Capital"
Skydio,1,2/25/21,2021,02,25,"Supply chain, logistics, & delivery",Redwood City,United States,North America,7,2014,0.34,Andreessen Horowitz, Andreessen Horowitz, Institutional Venture Partners, Accel,"Andreessen Horowitz, Andreessen Horowitz, Institutional Venture Partners, Accel"
Slice,1,11/28/21,2021,11,28,Fintech,Bengaluru,India,Asia,6,2015,0.249,Gunosy Capital, Blume Ventures, Das Capital,,"Gunosy Capital, Blume Ventures, Das Capital"
SmartAsset,1,6/24/21,2021,06,24,Fintech,New York,United States,North America,9,2012,0.161,Javelin Venture Partners, TTV Capital, Peterson Ventures,,"Javelin Venture Partners, TTV Capital, Peterson Ventures"
SMS Assist,1,6/7/16,2016,06,07,Internet software & services,Chicago,United States,North America,13,2003,0.255,Goldman Sachs, Insights Venture Partners, Pritzker Group Venture Capital,,"Goldman Sachs, Insights Venture Partners, Pritzker Group Venture Capital"
SnapLogic,1,12/13/21,2021,12,13,Internet software & services,San Mateo,United States,North America,15,2006,0.371,Andreessen Horowitz, Triangle Peak Partners, Ignition Partners,,"Andreessen Horowitz, Triangle Peak Partners, Ignition Partners"
Snorkel AI,1,8/9/21,2021,08,09,Artificial intelligence,Palo Alto,United States,North America,2,2019,0.135,Greylock Partners, Google Ventures, BlackRock,,"Greylock Partners, Google Ventures, BlackRock"
Solo.io,1,10/7/21,2021,10,07,Internet software & services,Cambridge,United States,North America,4,2017,0.172,True Ventures, Altimeter Capital, Redpoint Ventures,,"True Ventures, Altimeter Capital, Redpoint Ventures"
SoundHound,1,5/3/18,2018,05,03,Artificial intelligence,Santa Clara,United States,North America,13,2005,0.215,Tencent Holdings, Walden Venture Capital, Global Catalyst Partnera,,"Tencent Holdings, Walden Venture Capital, Global Catalyst Partnera"
Splashtop,1,1/27/21,2021,01,27,Internet software & services,San Jose,United States,North America,15,2006,0.114,Storm Ventures, DFJ DragonFund, New Enterprise Associates,,"Storm Ventures, DFJ DragonFund, New Enterprise Associates"
Standard,1,2/17/21,2021,02,17,Artificial intelligence,San Francisco,United States,North America,4,2017,0.239,CRV, Y Combinator, Initialized Capital,,"CRV, Y Combinator, Initialized Capital"
Stytch,1,11/18/21,2021,11,18,Cybersecurity,San Francisco,United States,North America,1,2020,0.126,Index Ventures, Benchmark, Thrive Capital,,"Index Ventures, Benchmark, Thrive Capital"
Swile,1,10/11/21,2021,10,11,Fintech,Montpellier,France,Europe,5,2016,0.326,Index Ventures, IDInvest Partners, Daphni,,"Index Ventures, IDInvest Partners, Daphni"
Tarana Wireless,1,3/23/22,2022,03,23,Mobile & telecommunications,Milpitas,United States,North America,13,2009,0.376,Prime Movers Lab, Khosla Ventures, I Squared Capital,,"Prime Movers Lab, Khosla Ventures, I Squared Capital"
TechStyle Fashion Group,1,8/29/14,2014,08,29,E-commerce & direct-to-consumer,El Segundo,United States,North America,4,2010,0.336,Matrix Partners, Passport Capital, Rho Ventures,,"Matrix Partners, Passport Capital, Rho Ventures"
TensTorrent,1,5/5/21,2021,05,05,Artificial intelligence,Toronto,Canada,North America,5,2016,0.235,Eclipse Ventures, Fidelity Investments, Moore Capital Management,,"Eclipse Ventures, Fidelity Investments, Moore Capital Management"
TERMINUS Technology,1,10/25/18,2018,10,25,Hardware,Beijing,China,Asia,3,2015,0.623,China Everbright Limited, IDG Capital, iFLYTEK,,"China Everbright Limited, IDG Capital, iFLYTEK"
Tezign,1,11/2/21,2021,11,02,Internet software & services,Shanghai,China,Asia,6,2015,0.151,Sequoia Capital China, Linear Venture, Hearst Ventures,,"Sequoia Capital China, Linear Venture, Hearst Ventures"
The Zebra,1,4/12/21,2021,04,12,E-commerce & direct-to-consumer,Austin,United States,North America,9,2012,0.257,Silverton Partners, Accel, Ballast Point Ventures,,"Silverton Partners, Accel, Ballast Point Ventures"
Thirty Madison,1,6/2/21,2021,06,02,Health,New York,United States,North America,28,1993,0.21,Northzone Ventures, Maveron, Johnson & Johnson Innovation,,"Northzone Ventures, Maveron, Johnson & Johnson Innovation"
